HITId,tweet,sentiment,directness,annotator_sentiment,target,group
1983,pas mal de rebeus et de renois qui se sont réjouis que bassem se fasse pincer par la dilcra. sauf que c'était p… @url,abusive_offensive_hateful_disrespectful_normal,indirect,sadness,origin,other
1984,@user @user justement nous les rebeus ont en marre des ces blancs qui nous défendent nous souti… @url,disrespectful,indirect,sadness_indifference_disgust,origin,other
1985,@user @user un bon écologiste bobo gauchiste. il joue au milliardaire avec l'argent provenant de l'escroquerie de nos impôts.,normal,indirect,indifference,other,left_wing_people
1986,le militant d'extrême gauche cédric #herrou affirmé exactement que le terrorisme ne vient… @url,abusive,direct,sadness,origin,indian/hindu
1987,cet attardé réussi à réunir pleins d'autres attardés comme lui.. chapeau @url,offensive,direct,shock,origin,individual
1988,@user sauf que si tu les tues bah y’en qui spawn triple attardé et tu les tues avec le feu spectral sous la fenetre putain,offensive,indirect,shock,other,individual
1989,des mongol #playstationpgw @url,offensive,direct,shock,disability,indian/hindu
1990,@user @user @user j'ai vu flou,normal,indirect,indifference,other,other
1991,@user « tant de noirs ne réalisent pas à quel point l’immigration est dangereuse pour l’europe et vide l’afrique de ses forces. » moi,fearful_hateful,indirect,anger_indifference,origin,african_descent
1992,@user mentalité de mongol,offensive,indirect,indifference,other,individual
1993,@user @user @user c'est pas à toi que je parle. t'as pris le melon sale arabe. ( jeu de mot) lol,abusive_offensive_disrespectful_hateful_normal,direct,sadness,origin,arabs
1994,rt @user @user l extreme droite est un fantasme gauchiste. elle n existe que dans la tete des gauchiasses qui raisonnent co,abusive,direct,anger_confusion_fear_indifference_sadness,origin,other
1995,@user .. qques passages.: c'est d'une extrême violence. ils retournent leur veste. ils ne sont plus tourner… @url,hateful_normal,indirect,indifference,other,individual
1996,rt @user @user nous sommes ici en plein delire de la raclure gauchiste super tare et totalement tordu qui ne comprend rien,abusive,direct,anger_confusion_fear_indifference_sadness,origin,indian/hindu
1997,les coiffeurs rebeus ils vont t’faire un dégradé au couteau un trait foiré et une teinture que t’avais pas demandé… @url,abusive,direct,shock,origin,other
1998,@user hola mongol,abusive_offensive,direct,anger_indifference,other,individual
1999,@user c’est toi qui traite de mongol avec ta tête filtre snapchat,abusive,direct,sadness,origin,other
2000,au renois du macdo de beaune tu étais grave bg viens dm,fearful,direct,confusion_sadness_shock_indifference_disgust,origin,individual
2001,les renois avec les yeux en amande vous êtes archi belle !!!,abusive,direct,sadness,origin,other
2002,@user c’est un peu l’enfant attardé de la famille j’ai du mal à lui en vouloir,abusive,direct,fear,origin,special_needs
2003,#morandinilive arrête de faire le mongol morandini tu sais tres ce que seb chenu veut direet il raison,offensive,direct,anger_sadness_shock_indifference,origin,individual
2004,@user mdr déjà 90% des renois de france ils ne connaissent pas thiam c’est problématique,offensive,indirect,sadness,origin,african_descent
2005,il était aussi contre l’avortement mais ça c’est un autre débat...,offensive,direct,sadness,origin,hispanics
2006,@user un peuple attardé au il faudrait anéantir ils font chier la planète entière avec leur croyance e… @url,offensive,indirect,sadness_disgust,disability,other
2007,wouah il vient de m’arriver un truc de fou là je rentrais chez moi quand devant moi deux renois menacent au tase… @url,normal,indirect,fear_indifference,origin,african_descent
2008,mais bien surc est bien une gauchiste celle la @url,offensive,direct,shock,other,individual
2009,@user si faisait des généralités comme ça sur les renois ça serait appellé de la discrimination et tu le… @url,normal,indirect,indifference,other,african_descent
2010,@user j’ai 30x ton niveau manette ça fait 2 semaines j’étais c/s pour ça que j’ai tweet mongol vas,abusive_offensive_disrespectful,direct,indifference,disability,special_needs
2011,@user haha j'ai enfin compris tous les jours je gagne au loto gauchiste. ces semaines je remporte les prix du… @url,disrespectful_normal,indirect,confusion,other,left_wing_people
2012,les arabes dit arreter d’aller dans les eglise pour voler @url,disrespectful,direct,sadness,disability,jews
2013,@user @user @user celui de paris c’est un gros debile immature et pas drôle le votre est vraiment attardé,offensive,direct,anger_confusion_sadness_indifference_disgust,other,special_needs
2014,c’est par peur d’avoir un dégradé au cutter comme lui que j’vais pas chez les rebeus @url,abusive,direct,sadness,origin,indian/hindu
2015,@user je te jure genre je dis « bah nan j’aime tout » elle dit « nan je pense c’est les renois je te vois… @url,normal,indirect,indifference,origin,african_descent
2016,@user votre inquiétude est légitime. en 40 ans les politicards ont défiguré notre pays. l'idéologie gauchiste… @url,normal,indirect,sadness,other,left_wing_people
2017,@user le sondage d'attardé quoi... arrête de dire aux gens ce qu'ils doivent faire ça te rendra peut-être intelligent.,disrespectful,direct,anger_shock_indifference,other,individual
2018,@user jamais jsuis pas un gauchiste,normal,indirect,indifference,other,left_wing_people
2019,les renois de nîmes c'est des pisteurs,fearful,direct,indifference,origin,indian/hindu
2020,le mantra gauchiste « le ra… @url,abusive,direct,shock,origin,christian
2021,@user @user il serait capable de dire ça à ces pauvres réfugiés je pense oui,normal,indirect,indifference,other,individual
2022,@user @user j'aimerais trop mettre un nom sur ça tronche de mongol en fait non pas mongol ce serais fa… @url,offensive,indirect,indifference_disgust,other,individual
2023,@user @user @user @user @user du terrorisme intellectuel et des leçons de mora… @url,offensive,indirect,sadness,other,other
2024,@user je connais plein de rebeu qui ce marie avec des renois donc généralise ton cas igo,disrespectful_normal,indirect,anger_indifference,origin,african_descent
2025,@user @user @user peuple mongol ? mais ils consomment du lait :s,abusive_offensive,indirect,indifference,origin,special_needs
2026,regardez moi cet attardé blondinet gneugneu @url,offensive,direct,indifference,origin,other
2027,@user sai tu mongol,offensive,indirect,confusion_indifference,other,individual
2028,les renois qui vont pas chez le coiffeur en hiver je les comprends légèrement,offensive,direct,anger_confusion,disability,other
2029,que je l'aime ce mongol,abusive_offensive,direct,anger_indifference,origin,individual
2030,cette vidéo traumatisante du rituel de coalition mr-nva été censurée de facebook pour « violence extrême » survi… @url,normal,direct,shock,origin,other
2031,@user mdrr je suis sur que tu le savais mais bon tu voulais simplement les aider mais ces gros mongol veulent rien savoir.,offensive,indirect,indifference_disgust,other,individual
2032,l'italie adopte une loi pour expulser plus rapidement les migrants @url,normal,direct,indifference,other,immigrants
2033,@user mais biensur que oui mongol,offensive,direct,indifference_disgust,other,individual
2034,@user il faut ecouter ce gauchiste hors sol parttir de 17h11 et vous comprenez de suite l origine du mala... @url,fearful_offensive_disrespectful,direct,confusion_sadness_indifference,other,left_wing_people
2035,@user @user @user @user tellement facile et éculé ce terme de gauchiste asséné dès que… @url,normal,indirect,indifference,other,left_wing_people
2036,mon père chaque fois c’est moi qui conduit et que j’fais un truc de mongol il s’en prend aux autres,disrespectful,direct,indifference,origin,other
2037,germain mais quel mongol,abusive_offensive,direct,confusion_fear_shock_indifference_sadness,origin,indian/hindu
2038,entre vals et moix la france perd..... euh pas grand chose en fait. exile les réfugiés qu'on peut. @url,hateful,direct,confusion_fear_indifference_sadness_disgust,origin,refugees
2039,@user @user mais te formé sur le tat gros mongol sort de chez toi wesh,offensive,direct,indifference_disgust,other,individual
2040,@user ferme la gros mongol retourne tweeter de la merde,abusive_offensive,indirect,disgust,disability,individual
2041,combien d'attardé mort cette nuit pour avoir écouter une blague d'un puceau de 16 ans qui se croyait drôle? lui… @url,offensive,direct,shock,other,other
2042,@user @user l'islamo-gauchiste @user comme @user mentent pour nier le racisme anti-bla… @url,offensive_disrespectful,direct,indifference,other,left_wing_people
2043,@user l'avortement n'est pas forcément traumatisant non la grossesse forcée par contre... encore une fois… @url,normal,direct,shock,other,other
2044,les États-unis réduisent encore leurs quotas de réfugiés @url :auto pickup wikyou,abusive,direct,sadness,origin,other
2045,elle est conne grosse débile grosse conne conne conne débile attardé putain @url,offensive_hateful,direct,shock,other,individual
2046,@user @user @user parce que ca c pas de la recup nbande de gauchiste la con,abusive_disrespectful,indirect,anger_confusion_sadness_shock_disgust,origin,left_wing_people
2047,@user dois mongol skype,fearful,direct,shock,origin,christian
2048,ça aurait été moi avec la sale gueule d’arabe il m’aurait mis une giga amende c injuste @url,fearful,direct,sadness,origin,indian/hindu
2049,les renois leur technique de drague c'est que l'humour si ils voient que tu rigoles pas ils te next direct,disrespectful,direct,confusion_fear_indifference_sadness_disgust,origin,african_descent
2050,pauvre type attardé va donc te cacher tu n'es rien . vive la police @url,offensive,direct,indifference,other,individual
2051,j’espere il vont payer ces vieux rebeus baltringue de merde,fearful,direct,shock,origin,indian/hindu
2052,@user sale juif,offensive,direct,indifference_disgust,religion,jews
2053,lire. analyse du torchon de #zemmour la vieille alliance entre les féministes et les homosexuels masculins s’est… @url,offensive,direct,sadness,origin,individual
2054,@user @user selon toi doit laisser les enfants se traiter l'autre de sale arabe ou de sale blanche ? drôle d'éducation,hateful,indirect,shock,origin,arabs
2055,va recommencer @user la traite arabe s'étale sur une période allant du vii ème siècle jusqu'en 1920. e… @url,normal,direct,indifference,origin,arabs
2056,@user bohhuu ! une femme mormon qui parle d’avortement et qui ramène ça au préservatif.. je suis d’accord… @url,abusive,direct,confusion_fear_indifference_sadness_disgust,origin,asians
2057,@user si un de mes potes renois m’appellent negre je m’en fous il est noir tout comme moi mais si alin le di… @url,offensive,indirect,sadness,origin,african_descent
